Data,,,,,,,,,,,,,
,,,,,,,,,,,,,
Product ID,Product Name,Product Type,Category,Supplier,Purchase Price ($),Selling Price ($),Purchased Stock Quantity,Restock Level,Supplier Lead Time (Days),Units Sold,Store Location,Supplier Rating,Product Description
PID204,Samsung Galaxy Watch 5,Smartwatch,Electronics,Global Traders,1540.75,2141.6425,83,6,15,73,New York,4.6,A sleek and feature-rich smartwatch with health tracking and notifications.
PID223,Modular Sofa,Sofa Set,Furniture,Urban Supply Co.,447.56,622.1084,161,30,13,62,New York,3.1,A stylish and comfortable sofa set designed for modern living spaces.
PID224,Recliner Sofa,Sofa Set,Furniture,Global Traders,368.53,512.2567,181,31,9,68,New York,3.3,A stylish and comfortable sofa set designed for modern living spaces.
PID225,L-shaped Sofa,Sofa Set,Furniture,Urban Supply Co.,113.91,158.3349,32,48,9,23,New York,3.9,A stylish and comfortable sofa set designed for modern living spaces.
PID226,Sectional Sofa,Sofa Set,Furniture,Global Traders,1305.16,1814.1724,53,16,14,30,New York,4.9,A stylish and comfortable sofa set designed for modern living spaces.
PID228,Chesterfield Sofa,Sofa Set,Furniture,Fast Retail,254.71,354.0469,54,34,7,26,New York,3.5,A stylish and comfortable sofa set designed for modern living spaces.
PID246,Lenovo Tab P11,Tablet,Electronics,Fast Retail,1387.88,1929.1532,33,50,13,30,New York,4.8,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID247,Microsoft Surface Pro 9,Tablet,Electronics,Elite Distributors,668.52,929.2428,85,23,12,36,New York,2.8,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID248,Amazon Fire HD 10,Tablet,Electronics,Global Traders,1262.12,1754.3468,99,43,14,38,New York,4.3,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID250,Samsung Galaxy Tab S8,Tablet,Electronics,Global Traders,358.36,498.1204,10,6,15,5,New York,2.6,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID254,iPad Pro 12.9,Tablet,Electronics,Global Traders,1210.29,1682.3031,86,30,3,49,New York,2.6,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID263,Modern TV Stand,TV Stand,Furniture,Fast Retail,1072.08,1490.1912,175,26,10,98,New York,3.9,A contemporary TV stand with open shelves and cable management features.
PID265,Floating TV Stand,TV Stand,Furniture,Fast Retail,1399.39,1945.1521,122,16,5,37,New York,3.7,A contemporary TV stand with open shelves and cable management features.
PID266,Wooden TV Stand,TV Stand,Furniture,Elite Distributors,1118.78,1555.1042,197,37,6,118,New York,2.7,A contemporary TV stand with open shelves and cable management features.
PID268,Minimalist TV Stand,TV Stand,Furniture,Global Traders,1193.36,1658.7704,79,43,13,54,New York,3.8,A contemporary TV stand with open shelves and cable management features.
PID270,Glass TV Stand,TV Stand,Furniture,Urban Supply Co.,611.54,850.0406,170,33,14,158,New York,4.6,A contemporary TV stand with open shelves and cable management features.
PID285,Walk-in Wardrobe,Wardrobe,Furniture,Elite Distributors,87.61,121.7779,61,33,13,61,New York,3.3,A spacious wardrobe with sliding doors and customizable storage options.
PID287,Compact Wardrobe,Wardrobe,Furniture,Global Traders,899.44,1250.2216,181,9,6,63,New York,3.8,A spacious wardrobe with sliding doors and customizable storage options.
PID288,Sliding Door Wardrobe,Wardrobe,Furniture,Urban Supply Co.,554.35,770.5465,92,44,4,32,New York,3.8,A spacious wardrobe with sliding doors and customizable storage options.
PID290,Mirrored Wardrobe,Wardrobe,Furniture,Elite Distributors,1124.34,1562.8326,154,42,10,97,New York,3.2,A spacious wardrobe with sliding doors and customizable storage options.
PID293,2-Door Wardrobe,Wardrobe,Furniture,Global Traders,539.73,750.2247,125,41,5,102,New York,3.4,A spacious wardrobe with sliding doors and customizable storage options.
PID001,Metal Frame Bed,Bed Frame,Furniture,Elite Distributors,863.68,1200.5152,80,38,13,58,San Francisco,2.9,A sturdy and stylish bed frame with ample storage options.
PID002,King Size Bed,Bed Frame,Furniture,Fast Retail,1275.74,1773.2786,176,22,2,67,San Francisco,3.8,A sturdy and stylish bed frame with ample storage options.
PID003,Queen Size Bed,Bed Frame,Furniture,Global Traders,323.75,450.0125,118,22,3,64,San Francisco,3.7,A sturdy and stylish bed frame with ample storage options.
PID006,Storage Bed,Bed Frame,Furniture,Global Traders,1327.28,1844.9192,51,20,5,32,San Francisco,4.5,A sturdy and stylish bed frame with ample storage options.
PID023,JBL Charge 5,Bluetooth Speaker,Electronics,Fast Retail,185.38,257.6782,86,26,12,58,San Francisco,2.5,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID024,Ultimate Ears Boom 3,Bluetooth Speaker,Electronics,Elite Distributors,1822.72,2533.5808,92,39,12,34,San Francisco,3.1,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID028,Sony SRS-XB43,Bluetooth Speaker,Electronics,Urban Supply Co.,554.35,770.5465,20,24,6,13,San Francisco,4.3,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID029,Bose SoundLink Revolve+,Bluetooth Speaker,Electronics,Urban Supply Co.,1592.78,2213.9642,83,19,8,79,San Francisco,4,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID040,Marshall Emberton,Bluetooth Speaker,Electronics,Urban Supply Co.,452.13,628.4607,94,47,9,48,San Francisco,3.7,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID045,Wooden Bookshelf,Bookshelf,Furniture,Elite Distributors,1333.56,1853.6484,103,29,4,25,San Francisco,2.9,A modern bookshelf with multiple compartments for books and decorative items.
PID046,Metal Bookshelf,Bookshelf,Furniture,Elite Distributors,1097.59,1525.6501,151,44,7,103,San Francisco,4.4,A modern bookshelf with multiple compartments for books and decorative items.
PID049,Modular Bookshelf,Bookshelf,Furniture,Global Traders,1293.08,1797.3812,134,46,4,106,San Francisco,4,A modern bookshelf with multiple compartments for books and decorative items.
PID050,Glass Bookshelf,Bookshelf,Furniture,Elite Distributors,886.71,1232.5269,67,39,13,48,San Francisco,3.7,A modern bookshelf with multiple compartments for books and decorative items.
PID058,Wall-mounted Bookshelf,Bookshelf,Furniture,Urban Supply Co.,402.93,560.0727,111,28,11,75,San Francisco,4.1,A modern bookshelf with multiple compartments for books and decorative items.
PID068,Panasonic Lumix GH6,Camera,Electronics,Elite Distributors,808.66,1124.0374,98,19,10,53,San Francisco,4.7,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID069,Fujifilm X-T5,Camera,Electronics,Urban Supply Co.,986.94,1371.8466,88,50,5,45,San Francisco,3.9,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID071,Canon EOS R5,Camera,Electronics,Elite Distributors,1802.96,2506.1144,100,33,14,85,San Francisco,3,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID073,Sony Alpha A7 IV,Camera,Electronics,Global Traders,1585.3,2203.567,90,18,8,89,San Francisco,2.8,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID074,Nikon Z9,Camera,Electronics,Global Traders,406.17,564.5763,96,13,3,79,San Francisco,4,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID085,Round Dining Table,Dining Table,Furniture,Global Traders,1473.76,2048.5264,182,40,9,129,San Francisco,3.3,A durable and elegant dining table that complements any dining room decor.
PID086,Marble Dining Table,Dining Table,Furniture,Global Traders,87.53,121.6667,43,10,13,10,San Francisco,3.9,A durable and elegant dining table that complements any dining room decor.
PID088,Glass Dining Table,Dining Table,Furniture,Global Traders,484.55,673.5245,136,24,6,120,San Francisco,3.7,A durable and elegant dining table that complements any dining room decor.
PID092,Expandable Dining Table,Dining Table,Furniture,Global Traders,375.43,521.8477,147,23,13,79,San Francisco,4.8,A durable and elegant dining table that complements any dining room decor.
PID094,Wooden Dining Table,Dining Table,Furniture,Global Traders,706.23,981.6597,80,7,11,25,San Francisco,3.4,A durable and elegant dining table that complements any dining room decor.
PID114,Apple AirPods Max,Headphones,Electronics,Global Traders,1991.36,2767.9904,22,10,15,20,San Francisco,2.9,High-quality noise-canceling headphones for an immersive audio experience.
PID115,Sony WH-1000XM5,Headphones,Electronics,Fast Retail,1135.88,1578.8732,52,28,3,14,San Francisco,4.8,High-quality noise-canceling headphones for an immersive audio experience.
PID117,Sennheiser HD 660S,Headphones,Electronics,Global Traders,579.36,805.3104,86,36,10,79,San Francisco,3.8,High-quality noise-canceling headphones for an immersive audio experience.
PID118,JBL Tune 750,Headphones,Electronics,Elite Distributors,679.35,944.2965,35,33,6,14,San Francisco,3.4,High-quality noise-canceling headphones for an immersive audio experience.
PID121,Bose QuietComfort 45,Headphones,Electronics,Global Traders,1450.37,2016.0143,65,19,4,42,San Francisco,5,High-quality noise-canceling headphones for an immersive audio experience.
PID133,MacBook Air M2,Laptop,Electronics,Elite Distributors,992.43,1379.4777,21,33,7,13,San Francisco,3.3,"A powerful laptop suitable for gaming, business, and creative professionals."
PID134,Dell XPS 15,Laptop,Electronics,Global Traders,885.14,1230.3446,82,46,8,64,San Francisco,4.5,"A powerful laptop suitable for gaming, business, and creative professionals."
PID137,Asus ROG Strix,Laptop,Electronics,Global Traders,1296.01,1801.4539,77,24,4,63,San Francisco,3.8,"A powerful laptop suitable for gaming, business, and creative professionals."
PID140,HP Spectre x360,Laptop,Electronics,Fast Retail,684.54,951.5106,53,40,10,38,San Francisco,3.5,"A powerful laptop suitable for gaming, business, and creative professionals."
PID141,Lenovo ThinkPad X1,Laptop,Electronics,Urban Supply Co.,615.5,855.545,85,15,15,73,San Francisco,4.9,"A powerful laptop suitable for gaming, business, and creative professionals."
PID153,Ergonomic Mesh Chair,Office Chair,Furniture,Elite Distributors,467.07,649.2273,29,10,9,20,San Francisco,4.7,An ergonomic office chair with lumbar support for all-day comfort.
PID155,Gaming Chair,Office Chair,Furniture,Fast Retail,584.63,812.6357,108,24,15,41,San Francisco,3.4,An ergonomic office chair with lumbar support for all-day comfort.
PID156,Adjustable Office Chair,Office Chair,Furniture,Elite Distributors,994.25,1382.0075,190,12,4,96,San Francisco,2.8,An ergonomic office chair with lumbar support for all-day comfort.
PID159,Leather Executive Chair,Office Chair,Furniture,Urban Supply Co.,547.4,760.886,58,11,10,46,San Francisco,4.5,An ergonomic office chair with lumbar support for all-day comfort.
PID160,Reclining Office Chair,Office Chair,Furniture,Global Traders,936.96,1302.3744,139,44,7,50,San Francisco,3.2,An ergonomic office chair with lumbar support for all-day comfort.
PID180,Samsung Galaxy S23,Smartphone,Electronics,Urban Supply Co.,733.5,1019.565,42,27,2,29,San Francisco,4.8,A high-performance smartphone with advanced camera features and long battery life.
PID181,OnePlus 11,Smartphone,Electronics,Elite Distributors,1492.87,2075.0893,64,48,14,51,San Francisco,4.4,A high-performance smartphone with advanced camera features and long battery life.
PID185,iPhone 14,Smartphone,Electronics,Global Traders,497.05,690.8995,30,31,7,19,San Francisco,5,A high-performance smartphone with advanced camera features and long battery life.
PID186,Xiaomi Mi 13,Smartphone,Electronics,Global Traders,1404.05,1951.6295,89,36,10,60,San Francisco,3.8,A high-performance smartphone with advanced camera features and long battery life.
PID187,Google Pixel 7,Smartphone,Electronics,Global Traders,905.35,1258.4365,41,11,7,38,San Francisco,2.6,A high-performance smartphone with advanced camera features and long battery life.
PID200,Apple Watch Series 8,Smartwatch,Electronics,Fast Retail,1781.66,2476.5074,100,36,12,29,San Francisco,2.8,A sleek and feature-rich smartwatch with health tracking and notifications.
PID201,Amazfit GTR 4,Smartwatch,Electronics,Global Traders,946.39,1315.4821,28,35,8,27,San Francisco,3.3,A sleek and feature-rich smartwatch with health tracking and notifications.
PID202,Garmin Fenix 7,Smartwatch,Electronics,Elite Distributors,658.68,915.5652,39,47,13,17,San Francisco,4.1,A sleek and feature-rich smartwatch with health tracking and notifications.
PID203,Fitbit Sense 2,Smartwatch,Electronics,Elite Distributors,1711.01,2378.3039,41,41,13,37,San Francisco,3.4,A sleek and feature-rich smartwatch with health tracking and notifications.
PID204,Samsung Galaxy Watch 5,Smartwatch,Electronics,Global Traders,1540.75,2141.6425,20,6,15,10,San Francisco,4.6,A sleek and feature-rich smartwatch with health tracking and notifications.
PID223,Modular Sofa,Sofa Set,Furniture,Urban Supply Co.,447.56,622.1084,113,30,13,70,San Francisco,3.1,A stylish and comfortable sofa set designed for modern living spaces.
PID224,Recliner Sofa,Sofa Set,Furniture,Global Traders,368.53,512.2567,84,31,9,43,San Francisco,3.3,A stylish and comfortable sofa set designed for modern living spaces.
PID225,L-shaped Sofa,Sofa Set,Furniture,Urban Supply Co.,113.91,158.3349,119,48,9,49,San Francisco,3.9,A stylish and comfortable sofa set designed for modern living spaces.
PID226,Sectional Sofa,Sofa Set,Furniture,Global Traders,1305.16,1814.1724,134,16,14,44,San Francisco,4.9,A stylish and comfortable sofa set designed for modern living spaces.
PID228,Chesterfield Sofa,Sofa Set,Furniture,Fast Retail,254.71,354.0469,125,34,7,81,San Francisco,3.5,A stylish and comfortable sofa set designed for modern living spaces.
PID246,Lenovo Tab P11,Tablet,Electronics,Fast Retail,1387.88,1929.1532,51,50,13,36,San Francisco,4.8,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID247,Microsoft Surface Pro 9,Tablet,Electronics,Elite Distributors,668.52,929.2428,20,23,12,10,San Francisco,2.8,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID248,Amazon Fire HD 10,Tablet,Electronics,Global Traders,1262.12,1754.3468,32,43,14,29,San Francisco,4.3,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID250,Samsung Galaxy Tab S8,Tablet,Electronics,Global Traders,358.36,498.1204,59,6,15,20,San Francisco,2.6,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID254,iPad Pro 12.9,Tablet,Electronics,Global Traders,1210.29,1682.3031,69,30,3,60,San Francisco,2.6,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID263,Modern TV Stand,TV Stand,Furniture,Fast Retail,1072.08,1490.1912,52,26,10,42,San Francisco,3.9,A contemporary TV stand with open shelves and cable management features.
PID265,Floating TV Stand,TV Stand,Furniture,Fast Retail,1399.39,1945.1521,106,16,5,28,San Francisco,3.7,A contemporary TV stand with open shelves and cable management features.
PID266,Wooden TV Stand,TV Stand,Furniture,Elite Distributors,1118.78,1555.1042,108,37,6,105,San Francisco,2.7,A contemporary TV stand with open shelves and cable management features.
PID268,Minimalist TV Stand,TV Stand,Furniture,Global Traders,1193.36,1658.7704,69,43,13,56,San Francisco,3.8,A contemporary TV stand with open shelves and cable management features.
PID270,Glass TV Stand,TV Stand,Furniture,Urban Supply Co.,611.54,850.0406,96,33,14,63,San Francisco,4.6,A contemporary TV stand with open shelves and cable management features.
PID285,Walk-in Wardrobe,Wardrobe,Furniture,Elite Distributors,87.61,121.7779,93,33,13,43,San Francisco,3.3,A spacious wardrobe with sliding doors and customizable storage options.
PID287,Compact Wardrobe,Wardrobe,Furniture,Global Traders,899.44,1250.2216,64,9,6,20,San Francisco,3.8,A spacious wardrobe with sliding doors and customizable storage options.
PID288,Sliding Door Wardrobe,Wardrobe,Furniture,Urban Supply Co.,554.35,770.5465,69,44,4,65,San Francisco,3.8,A spacious wardrobe with sliding doors and customizable storage options.
PID290,Mirrored Wardrobe,Wardrobe,Furniture,Elite Distributors,1124.34,1562.8326,71,42,10,58,San Francisco,3.2,A spacious wardrobe with sliding doors and customizable storage options.
PID293,2-Door Wardrobe,Wardrobe,Furniture,Global Traders,539.73,750.2247,97,41,5,27,San Francisco,3.4,A spacious wardrobe with sliding doors and customizable storage options.
PID001,Metal Frame Bed,Bed Frame,Furniture,Elite Distributors,863.68,1200.5152,38,38,13,23,Seattle,2.9,A sturdy and stylish bed frame with ample storage options.
PID002,King Size Bed,Bed Frame,Furniture,Fast Retail,1275.74,1773.2786,95,22,2,53,Seattle,3.8,A sturdy and stylish bed frame with ample storage options.
PID003,Queen Size Bed,Bed Frame,Furniture,Global Traders,323.75,450.0125,112,22,3,52,Seattle,3.7,A sturdy and stylish bed frame with ample storage options.
PID006,Storage Bed,Bed Frame,Furniture,Global Traders,1327.28,1844.9192,74,20,5,36,Seattle,4.5,A sturdy and stylish bed frame with ample storage options.
PID023,JBL Charge 5,Bluetooth Speaker,Electronics,Fast Retail,185.38,257.6782,69,26,12,54,Seattle,2.5,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID024,Ultimate Ears Boom 3,Bluetooth Speaker,Electronics,Elite Distributors,1822.72,2533.5808,89,39,12,42,Seattle,3.1,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID028,Sony SRS-XB43,Bluetooth Speaker,Electronics,Urban Supply Co.,554.35,770.5465,89,24,6,66,Seattle,4.3,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID029,Bose SoundLink Revolve+,Bluetooth Speaker,Electronics,Urban Supply Co.,1592.78,2213.9642,65,19,8,24,Seattle,4,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID040,Marshall Emberton,Bluetooth Speaker,Electronics,Urban Supply Co.,452.13,628.4607,51,47,9,37,Seattle,3.7,A portable Bluetooth speaker with deep bass and excellent sound clarity.
PID045,Wooden Bookshelf,Bookshelf,Furniture,Elite Distributors,1333.56,1853.6484,76,29,4,34,Seattle,2.9,A modern bookshelf with multiple compartments for books and decorative items.
PID046,Metal Bookshelf,Bookshelf,Furniture,Elite Distributors,1097.59,1525.6501,125,44,7,81,Seattle,4.4,A modern bookshelf with multiple compartments for books and decorative items.
PID049,Modular Bookshelf,Bookshelf,Furniture,Global Traders,1293.08,1797.3812,200,46,4,160,Seattle,4,A modern bookshelf with multiple compartments for books and decorative items.
PID050,Glass Bookshelf,Bookshelf,Furniture,Elite Distributors,886.71,1232.5269,79,39,13,77,Seattle,3.7,A modern bookshelf with multiple compartments for books and decorative items.
PID058,Wall-mounted Bookshelf,Bookshelf,Furniture,Urban Supply Co.,402.93,560.0727,44,28,11,15,Seattle,4.1,A modern bookshelf with multiple compartments for books and decorative items.
PID068,Panasonic Lumix GH6,Camera,Electronics,Elite Distributors,808.66,1124.0374,78,19,10,25,Seattle,4.7,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID069,Fujifilm X-T5,Camera,Electronics,Urban Supply Co.,986.94,1371.8466,20,50,5,15,Seattle,3.9,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID071,Canon EOS R5,Camera,Electronics,Elite Distributors,1802.96,2506.1144,51,33,14,51,Seattle,3,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID073,Sony Alpha A7 IV,Camera,Electronics,Global Traders,1585.3,2203.567,25,18,8,7,Seattle,2.8,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID074,Nikon Z9,Camera,Electronics,Global Traders,406.17,564.5763,94,13,3,54,Seattle,4,A professional-grade camera with high-resolution imaging and video recording capabilities.
PID085,Round Dining Table,Dining Table,Furniture,Global Traders,1473.76,2048.5264,186,40,9,68,Seattle,3.3,A durable and elegant dining table that complements any dining room decor.
PID086,Marble Dining Table,Dining Table,Furniture,Global Traders,87.53,121.6667,112,10,13,93,Seattle,3.9,A durable and elegant dining table that complements any dining room decor.
PID088,Glass Dining Table,Dining Table,Furniture,Global Traders,484.55,673.5245,88,24,6,45,Seattle,3.7,A durable and elegant dining table that complements any dining room decor.
PID092,Expandable Dining Table,Dining Table,Furniture,Global Traders,375.43,521.8477,136,23,13,54,Seattle,4.8,A durable and elegant dining table that complements any dining room decor.
PID094,Wooden Dining Table,Dining Table,Furniture,Global Traders,706.23,981.6597,54,7,11,25,Seattle,3.4,A durable and elegant dining table that complements any dining room decor.
PID114,Apple AirPods Max,Headphones,Electronics,Global Traders,1991.36,2767.9904,47,10,15,22,Seattle,2.9,High-quality noise-canceling headphones for an immersive audio experience.
PID115,Sony WH-1000XM5,Headphones,Electronics,Fast Retail,1135.88,1578.8732,99,28,3,64,Seattle,4.8,High-quality noise-canceling headphones for an immersive audio experience.
PID117,Sennheiser HD 660S,Headphones,Electronics,Global Traders,579.36,805.3104,97,36,10,95,Seattle,3.8,High-quality noise-canceling headphones for an immersive audio experience.
PID118,JBL Tune 750,Headphones,Electronics,Elite Distributors,679.35,944.2965,51,33,6,50,Seattle,3.4,High-quality noise-canceling headphones for an immersive audio experience.
PID121,Bose QuietComfort 45,Headphones,Electronics,Global Traders,1450.37,2016.0143,49,19,4,43,Seattle,5,High-quality noise-canceling headphones for an immersive audio experience.
PID133,MacBook Air M2,Laptop,Electronics,Elite Distributors,992.43,1379.4777,60,33,7,21,Seattle,3.3,"A powerful laptop suitable for gaming, business, and creative professionals."
PID134,Dell XPS 15,Laptop,Electronics,Global Traders,885.14,1230.3446,68,46,8,19,Seattle,4.5,"A powerful laptop suitable for gaming, business, and creative professionals."
PID137,Asus ROG Strix,Laptop,Electronics,Global Traders,1296.01,1801.4539,17,24,4,8,Seattle,3.8,"A powerful laptop suitable for gaming, business, and creative professionals."
PID140,HP Spectre x360,Laptop,Electronics,Fast Retail,684.54,951.5106,63,40,10,50,Seattle,3.5,"A powerful laptop suitable for gaming, business, and creative professionals."
PID141,Lenovo ThinkPad X1,Laptop,Electronics,Urban Supply Co.,615.5,855.545,25,15,15,12,Seattle,4.9,"A powerful laptop suitable for gaming, business, and creative professionals."
PID153,Ergonomic Mesh Chair,Office Chair,Furniture,Elite Distributors,467.07,649.2273,33,10,9,11,Seattle,4.7,An ergonomic office chair with lumbar support for all-day comfort.
PID155,Gaming Chair,Office Chair,Furniture,Fast Retail,584.63,812.6357,101,24,15,37,Seattle,3.4,An ergonomic office chair with lumbar support for all-day comfort.
PID156,Adjustable Office Chair,Office Chair,Furniture,Elite Distributors,994.25,1382.0075,45,12,4,29,Seattle,2.8,An ergonomic office chair with lumbar support for all-day comfort.
PID159,Leather Executive Chair,Office Chair,Furniture,Urban Supply Co.,547.4,760.886,146,11,10,92,Seattle,4.5,An ergonomic office chair with lumbar support for all-day comfort.
PID160,Reclining Office Chair,Office Chair,Furniture,Global Traders,936.96,1302.3744,149,44,7,100,Seattle,3.2,An ergonomic office chair with lumbar support for all-day comfort.
PID180,Samsung Galaxy S23,Smartphone,Electronics,Urban Supply Co.,733.5,1019.565,95,27,2,36,Seattle,4.8,A high-performance smartphone with advanced camera features and long battery life.
PID181,OnePlus 11,Smartphone,Electronics,Elite Distributors,1492.87,2075.0893,26,48,14,18,Seattle,4.4,A high-performance smartphone with advanced camera features and long battery life.
PID185,iPhone 14,Smartphone,Electronics,Global Traders,497.05,690.8995,33,31,7,26,Seattle,5,A high-performance smartphone with advanced camera features and long battery life.
PID186,Xiaomi Mi 13,Smartphone,Electronics,Global Traders,1404.05,1951.6295,82,36,10,51,Seattle,3.8,A high-performance smartphone with advanced camera features and long battery life.
PID187,Google Pixel 7,Smartphone,Electronics,Global Traders,905.35,1258.4365,62,11,7,49,Seattle,2.6,A high-performance smartphone with advanced camera features and long battery life.
PID200,Apple Watch Series 8,Smartwatch,Electronics,Fast Retail,1781.66,2476.5074,36,36,12,10,Seattle,2.8,A sleek and feature-rich smartwatch with health tracking and notifications.
PID201,Amazfit GTR 4,Smartwatch,Electronics,Global Traders,946.39,1315.4821,18,35,8,18,Seattle,3.3,A sleek and feature-rich smartwatch with health tracking and notifications.
PID202,Garmin Fenix 7,Smartwatch,Electronics,Elite Distributors,658.68,915.5652,90,47,13,56,Seattle,4.1,A sleek and feature-rich smartwatch with health tracking and notifications.
PID203,Fitbit Sense 2,Smartwatch,Electronics,Elite Distributors,1711.01,2378.3039,91,41,13,70,Seattle,3.4,A sleek and feature-rich smartwatch with health tracking and notifications.
PID204,Samsung Galaxy Watch 5,Smartwatch,Electronics,Global Traders,1540.75,2141.6425,92,6,15,92,Seattle,4.6,A sleek and feature-rich smartwatch with health tracking and notifications.
PID223,Modular Sofa,Sofa Set,Furniture,Urban Supply Co.,447.56,622.1084,92,30,13,89,Seattle,3.1,A stylish and comfortable sofa set designed for modern living spaces.
PID224,Recliner Sofa,Sofa Set,Furniture,Global Traders,368.53,512.2567,148,31,9,87,Seattle,3.3,A stylish and comfortable sofa set designed for modern living spaces.
PID225,L-shaped Sofa,Sofa Set,Furniture,Urban Supply Co.,113.91,158.3349,185,48,9,133,Seattle,3.9,A stylish and comfortable sofa set designed for modern living spaces.
PID226,Sectional Sofa,Sofa Set,Furniture,Global Traders,1305.16,1814.1724,185,16,14,185,Seattle,4.9,A stylish and comfortable sofa set designed for modern living spaces.
PID228,Chesterfield Sofa,Sofa Set,Furniture,Fast Retail,254.71,354.0469,59,34,7,25,Seattle,3.5,A stylish and comfortable sofa set designed for modern living spaces.
PID246,Lenovo Tab P11,Tablet,Electronics,Fast Retail,1387.88,1929.1532,21,50,13,14,Seattle,4.8,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID247,Microsoft Surface Pro 9,Tablet,Electronics,Elite Distributors,668.52,929.2428,29,23,12,23,Seattle,2.8,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID248,Amazon Fire HD 10,Tablet,Electronics,Global Traders,1262.12,1754.3468,43,43,14,14,Seattle,4.3,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID250,Samsung Galaxy Tab S8,Tablet,Electronics,Global Traders,358.36,498.1204,92,6,15,30,Seattle,2.6,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID254,iPad Pro 12.9,Tablet,Electronics,Global Traders,1210.29,1682.3031,51,30,3,32,Seattle,2.6,"A lightweight tablet with a stunning display and long battery life, perfect for work and entertainment."
PID263,Modern TV Stand,TV Stand,Furniture,Fast Retail,1072.08,1490.1912,51,26,10,42,Seattle,3.9,A contemporary TV stand with open shelves and cable management features.
PID265,Floating TV Stand,TV Stand,Furniture,Fast Retail,1399.39,1945.1521,176,16,5,169,Seattle,3.7,A contemporary TV stand with open shelves and cable management features.
PID266,Wooden TV Stand,TV Stand,Furniture,Elite Distributors,1118.78,1555.1042,52,37,6,14,Seattle,2.7,A contemporary TV stand with open shelves and cable management features.
PID268,Minimalist TV Stand,TV Stand,Furniture,Global Traders,1193.36,1658.7704,169,43,13,141,Seattle,3.8,A contemporary TV stand with open shelves and cable management features.
PID270,Glass TV Stand,TV Stand,Furniture,Urban Supply Co.,611.54,850.0406,174,33,14,61,Seattle,4.6,A contemporary TV stand with open shelves and cable management features.
PID285,Walk-in Wardrobe,Wardrobe,Furniture,Elite Distributors,87.61,121.7779,126,33,13,69,Seattle,3.3,A spacious wardrobe with sliding doors and customizable storage options.
PID287,Compact Wardrobe,Wardrobe,Furniture,Global Traders,899.44,1250.2216,133,9,6,69,Seattle,3.8,A spacious wardrobe with sliding doors and customizable storage options.
PID288,Sliding Door Wardrobe,Wardrobe,Furniture,Urban Supply Co.,554.35,770.5465,138,44,4,51,Seattle,3.8,A spacious wardrobe with sliding doors and customizable storage options.
PID290,Mirrored Wardrobe,Wardrobe,Furniture,Elite Distributors,1124.34,1562.8326,128,42,10,77,Seattle,3.2,A spacious wardrobe with sliding doors and customizable storage options.
PID293,2-Door Wardrobe,Wardrobe,Furniture,Global Traders,539.73,750.2247,111,41,5,36,Seattle,3.4,A spacious wardrobe with sliding doors and customizable storage options.
